x,mean,ci_min,ci_max
9.0,0.6081610092457572,0.46239193741996387,0.7539300810715508
9.1,0.6092888536508085,0.4635672983541368,0.7550104089474804
9.2,0.610410286311087,0.4647262174716144,0.7560943551505596
9.3,0.6115254403460579,0.4658691004925782,0.757181780199538
9.4,0.6126344479291804,0.4669963496862351,0.758272546172126
9.5,0.613737440288673,0.4681083638798726,0.7593665166974737
9.6,0.6148345477082815,0.46920553846791224,0.760463556948651
9.7,0.6159258995280459,0.4702882654209645,0.7615635336351275
9.8,0.6170116241450672,0.4713569332948828,0.7626663149952517
9.9,0.6180918490142742,0.47241192723981756,0.7637717707887308
10.0,0.6191667006491905,0.47345362900927096,0.7648797722891104
10.1,0.6202363046227026,0.47448241696915094,0.7659901922762544
10.2,0.6213007855678248,0.47549866610682545,0.7671029050288244
